index,YEAR,CRUISE6,SEASON,ID,TOWDATE,STRATUM,STATION,BEGLAT,BEGLON,SETDEPTH,BOTTEMP,COMNAME,N_CAUGHT,KG_CAUGHT
11975,2001,200102,SPRING,2.00E+17,3/18/01 10:44,3220,89,3900.7766,7438.6765,11,4.84,HADDOCK,0,0
11976,2001,200102,SPRING,2.00E+17,3/18/01 12:37,3230,90,3906.0947,7426.7238,21,5.05,HADDOCK,0,0
11977,2001,200102,SPRING,2.00E+17,3/18/01 13:40,3230,91,3905.6305,7428.6189,18,5.07,HADDOCK,0,0
11978,2001,200102,SPRING,2.00E+17,3/18/01 1:04,3240,83,3854.6721,7507.5311,19,5.01,HADDOCK,0,0
11979,2001,200102,SPRING,2.00E+17,3/18/01 2:30,3240,84,3855.9795,7502.4976,13,5.37,HADDOCK,0,0
11980,2001,200102,SPRING,2.00E+17,3/18/01 4:42,3250,85,3843.537,7459.7015,19,5.08,HADDOCK,0,0
11981,2001,200102,SPRING,2.00E+17,3/18/01 8:14,3250,87,3853.706,7446.869,13,5.13,HADDOCK,0,0
11982,2001,200102,SPRING,2.00E+17,3/18/01 6:09,3260,86,3843.6006,7451.0246,20,5.11,HADDOCK,0,0
11983,2001,200102,SPRING,2.00E+17,3/17/01 21:39,3260,82,3830.5473,7454.5064,17,4.96,HADDOCK,0,0
11984,2001,200102,SPRING,2.00E+17,3/13/01 17:48,3270,34,3824.1127,7501.68,16,4.72,HADDOCK,0,0
11985,2001,200102,SPRING,2.00E+17,3/13/01 20:09,3280,35,3818.9551,7457.399,25,4.79,HADDOCK,0,0
11986,2001,200102,SPRING,2.00E+17,3/13/01 21:55,3280,36,3811.377,7504.7209,18,4.76,HADDOCK,0,0
11987,2001,200102,SPRING,2.00E+17,3/17/01 19:53,3290,81,3821.086,7456.342,20,5.17,HADDOCK,0,0
11988,2001,200102,SPRING,2.00E+17,3/13/01 23:33,3290,37,3804.1689,7457.2777,23,4.73,HADDOCK,0,0
11989,2001,200102,SPRING,2.00E+17,3/14/01 7:20,3300,41,3747.4184,7529.2259,11,5.98,HADDOCK,0,0
11990,2001,200102,SPRING,2.00E+17,3/14/01 9:15,3310,42,3734.7791,7528.4981,17,5.29,HADDOCK,0,0
11991,2001,200102,SPRING,2.00E+17,3/14/01 5:14,3310,40,3743.4312,7514.0602,20,4.96,HADDOCK,0,0
11992,2001,200102,SPRING,2.00E+17,3/14/01 3:16,3320,39,3746.4941,7518.4145,17,4.94,HADDOCK,0,0
11993,2001,200102,SPRING,2.00E+17,3/14/01 0:56,3320,38,3758.5338,7502.1451,18,4.93,HADDOCK,0,0
11994,2001,200102,SPRING,2.00E+17,3/14/01 12:08,3340,44,3726.3821,7535.3773,13,5.36,HADDOCK,0,0
11995,2001,200102,SPRING,2.00E+17,3/14/01 16:42,3340,47,3711.9614,7540.3061,13,5.64,HADDOCK,0,0
11996,2001,200102,SPRING,2.00E+17,3/14/01 10:59,3340,43,3730.509,7535.0024,12,5.56,HADDOCK,0,0
11997,2001,200102,SPRING,2.00E+17,3/14/01 13:32,3350,45,3726.4159,7526.3086,21,5.33,HADDOCK,0,0
11998,2001,200102,SPRING,2.00E+17,3/14/01 15:26,3350,46,3717.1096,7535.5806,18,5.41,HADDOCK,0,0
11999,2001,200102,SPRING,2.00E+17,3/15/01 3:49,3360,52,3641.9096,7554.51,11,6.37,HADDOCK,0,0
12000,2001,200102,SPRING,2.00E+17,3/15/01 1:26,3360,51,3656.9934,7600.5869,24,5.76,HADDOCK,0,0
12001,2001,200102,SPRING,2.00E+17,3/14/01 22:11,3370,50,3651.0436,7552.3723,17,5.51,HADDOCK,0,0
12002,2001,200102,SPRING,2.00E+17,3/14/01 18:36,3370,48,3701.7473,7547.1812,13,5.87,HADDOCK,0,0
12003,2001,200102,SPRING,2.00E+17,3/15/01 6:19,3380,53,3631.333,7536.8294,27,5.92,HADDOCK,0,0
12004,2001,200102,SPRING,2.00E+17,3/14/01 20:22,3380,49,3653.7586,7539.3773,22,5.87,HADDOCK,0,0
12005,2001,200102,SPRING,2.00E+17,3/15/01 13:56,3390,58,3607.3892,7542.1838,16,6.85,HADDOCK,0,0
12006,2001,200102,SPRING,2.00E+17,3/15/01 9:23,3400,55,3621.1482,7546.5889,17,6.43,HADDOCK,0,0
12007,2001,200102,SPRING,2.00E+17,3/15/01 7:56,3400,54,3628.8609,7548.6868,15,5.64,HADDOCK,0,0
12008,2001,200102,SPRING,2.00E+17,3/15/01 12:08,3410,57,3616.4113,7532.5818,29,6.51,HADDOCK,0,0
12009,2001,200102,SPRING,2.00E+17,3/15/01 10:52,3410,56,3621.3714,7536.7859,23,5.78,HADDOCK,0,0
12010,2001,200102,SPRING,2.00E+17,3/15/01 16:50,3420,59,3546.9682,7530.287,12,6.74,HADDOCK,0,0
12011,2001,200102,SPRING,2.00E+17,3/16/01 0:01,3430,62,3515.8796,7522.901,20,14.58,HADDOCK,0,0
12012,2001,200102,SPRING,2.00E+17,3/15/01 22:25,3430,61,3521.7252,7524.218,23,13.16,HADDOCK,0,0
12013,2001,200102,SPRING,2.00E+17,3/15/01 18:41,3440,60,3548.9359,7520.1677,32,7.31,HADDOCK,0,0
12014,2001,200102,SPRING,2.00E+17,3/16/01 2:15,3440,63,3528.5841,7515.3818,29,16.75,HADDOCK,0,0
12015,2001,200102,SPRING,2.00E+17,3/29/01 21:32,3450,155,4122.4258,7100.602,31,4.06,HADDOCK,0,0
12016,2001,200102,SPRING,2.00E+17,3/29/01 19:13,3450,154,4124.8957,7118.8452,32,3.47,HADDOCK,0,0
12017,2001,200102,SPRING,2.00E+17,3/31/01 16:14,3460,158,4108.8719,7012.3212,25,4.95,HADDOCK,0,0
12018,2001,200102,SPRING,2.00E+17,3/30/01 0:39,3460,156,4115.7732,7040.1532,28,4.62,HADDOCK,0,0
12019,2001,200102,SPRING,2.00E+17,4/10/01 11:36,3550,209,4103.7775,6937.8703,48,4.82,HADDOCK,0,0
12020,2001,200102,SPRING,2.00E+17,4/10/01 13:50,3550,210,4104.9482,6929.7469,32,4.84,HADDOCK,0,0
12021,2001,200102,SPRING,2.00E+17,4/10/01 9:18,3550,208,4109.4215,6934.3236,25,4.74,HADDOCK,0,0
12022,2001,200102,SPRING,2.00E+17,4/10/01 7:01,3550,207,4118.1371,6932.7443,25,4.61,HADDOCK,0,0
12023,2001,200102,SPRING,2.00E+17,4/10/01 5:37,3550,206,4119.7385,6934.714,28,4.57,HADDOCK,0,0
12024,2001,200102,SPRING,2.00E+17,4/30/01 5:18,3580,325,4149.6692,7028.922,23,8.04,HADDOCK,0,0
12025,2001,200102,SPRING,2.00E+17,4/30/01 3:19,3590,324,4148.7408,7018.6612,27,7.8,HADDOCK,0,0
12026,2001,200102,SPRING,2.00E+17,4/30/01 0:55,3600,323,4153.2846,7018.0519,32,,HADDOCK,0,0
12027,2001,200102,SPRING,2.00E+17,4/29/01 22:30,3600,322,4159.5491,7027.5528,43,4.41,HADDOCK,0,0
12028,2001,200102,SPRING,2.00E+17,4/24/01 10:50,3610,273,4203.5692,6958.6734,63,4.38,HADDOCK,0,0
12029,2001,200102,SPRING,2.00E+17,4/29/01 20:31,3610,321,4202.1066,7024.3114,53,4.2,HADDOCK,0,0
12030,2001,200102,SPRING,2.00E+17,4/29/01 3:59,3640,313,4251.0606,7045.921,32,3.99,HADDOCK,0,0
12031,2001,200102,SPRING,2.00E+17,4/29/01 5:31,3640,314,4244.5773,7044.4548,26,4.13,HADDOCK,0,0
12032,2001,200102,SPRING,2.00E+17,4/29/01 13:44,3650,318,4223.1622,7044.2584,50,4,HADDOCK,0,0
12033,2001,200102,SPRING,2.00E+17,4/29/01 12:07,3660,317,4229.4921,7041.1223,59,4.04,HADDOCK,0,0
12034,2001,200102,SPRING,2.00E+17,4/29/01 6:57,3660,315,4243.8272,7035.0121,75,3.84,HADDOCK,0,0
12035,2001,200109,FALL,2.00E+17,9/22/01 18:33,1010,149,4033.545,7256.887,30,17.98,HADDOCK,0,0
12036,2001,200109,FALL,2.00E+17,9/22/01 4:58,1010,142,3953.492,7328.791,39,12.41,HADDOCK,0,0
12037,2001,200109,FALL,2.00E+17,9/22/01 2:46,1010,141,4008.456,7327.198,44,13.19,HADDOCK,0,0
12038,2001,200109,FALL,2.00E+17,9/22/01 8:19,1010,144,4003.6429,7313.5608,42,11.25,HADDOCK,0,0
12039,2001,200109,FALL,2.00E+17,9/22/01 9:35,1010,145,3958.855,7308.93,51,10.31,HADDOCK,0,0
12040,2001,200109,FALL,2.00E+17,9/22/01 16:39,1010,148,4023.8737,7246.9107,45,11.09,HADDOCK,0,0
12041,2001,200109,FALL,2.00E+17,9/22/01 7:05,1010,143,4003.9738,7317.5941,41,11.58,HADDOCK,0,0
12042,2001,200109,FALL,2.00E+17,9/19/01 8:29,1020,108,3931.2318,7242.9378,69,10.19,HADDOCK,0,0
12043,2001,200109,FALL,2.00E+17,9/22/01 14:44,1020,147,4011.409,7238.902,59,9.7,HADDOCK,0,0
12044,2001,200109,FALL,2.00E+17,9/18/01 21:23,1020,103,4003.5566,7206.8202,73,8.31,HADDOCK,0,0
12045,2001,200109,FALL,2.00E+17,9/18/01 19:07,1020,102,4011.4468,7158.813,68,8.28,HADDOCK,0,0
12046,2001,200109,FALL,2.00E+17,9/19/01 10:05,1020,109,3931.1112,7255.134,61,11.13,HADDOCK,0,0
12047,2001,200109,FALL,2.00E+17,9/18/01 7:36,1020,98,4026.2763,7214.8965,59,9.45,HADDOCK,0,0
12048,2001,200109,FALL,2.00E+17,9/22/01 11:38,1020,146,3949.431,7257.717,70,10.96,HADDOCK,0,0
12049,2001,200109,FALL,2.00E+17,9/19/01 0:34,1030,104,3940.6746,7212.1902,121,13.05,HADDOCK,0,0
12050,2001,200109,FALL,2.00E+17,9/19/01 6:43,1030,107,3928.6107,7227.9259,123,14.31,HADDOCK,0,0
12051,2001,200109,FALL,2.00E+17,9/19/01 4:30,1040,106,3928.701,7219.283,238,,HADDOCK,0,0
12052,2001,200109,FALL,2.00E+17,9/24/01 4:04,1050,168,4118.2835,7120.5765,31,17.19,HADDOCK,0,0
12053,2001,200109,FALL,2.00E+17,9/23/01 12:16,1050,161,4036.5998,7204.4627,53,9.65,HADDOCK,0,0
12054,2001,200109,FALL,2.00E+17,9/23/01 10:06,1050,160,4050.923,7210.3569,36,17.16,HADDOCK,0,0
12055,2001,200109,FALL,2.00E+17,9/23/01 15:32,1050,162,4056.5533,7144.3001,53,12.12,HADDOCK,0,0
12056,2001,200109,FALL,2.00E+17,9/24/01 1:31,1050,167,4104.7662,7124.2349,38,13.25,HADDOCK,0,0
12057,2001,200109,FALL,2.00E+17,9/17/01 23:14,1060,93,4041.1733,7140.6892,69,8.54,HADDOCK,0,0
12058,2001,200109,FALL,2.00E+17,9/17/01 19:41,1060,91,4046.6239,7122.7403,61,9.36,HADDOCK,0,0
12059,2001,200109,FALL,2.00E+17,9/17/01 21:10,1060,92,4043.9771,7124.9898,61,9.08,HADDOCK,0,0
12060,2001,200109,FALL,2.00E+17,9/18/01 4:54,1060,96,4028.7086,7200.7077,62,8.53,HADDOCK,0,0
12061,2001,200109,FALL,2.00E+17,9/18/01 3:31,1060,95,4028.5217,7155.3166,66,8.35,HADDOCK,0,0
12062,2001,200109,FALL,2.00E+17,9/18/01 6:13,1060,97,4026.2239,7208.6142,61,8.91,HADDOCK,0,0
12063,2001,200109,FALL,2.00E+17,9/18/01 10:51,1060,99,4013.282,7142.9167,81,8.25,HADDOCK,0,0
12064,2001,200109,FALL,2.00E+17,9/18/01 1:13,1060,94,4033.5694,7132.9626,73,8.66,HADDOCK,0,0
12065,2001,200109,FALL,2.00E+17,9/24/01 22:53,1070,175,4013.6285,7048.3929,123,13.45,HADDOCK,0,0
12066,2001,200109,FALL,2.00E+17,9/18/01 16:15,1070,101,3956.4645,7137.1558,119,12.86,HADDOCK,0,0
12067,2001,200109,FALL,2.00E+17,9/18/01 14:31,1080,100,3956.0278,7126.0513,269,12.46,HADDOCK,0,0
12068,2001,200109,FALL,2.00E+17,9/24/01 12:55,1090,171,4050.888,7017.1945,45,12.7,HADDOCK,0,0
12069,2001,200109,FALL,2.00E+17,9/24/01 10:02,1090,170,4101.0412,7039.0939,46,12.31,HADDOCK,0,0
12070,2001,200109,FALL,2.00E+17,9/25/01 13:41,1090,181,4049.1524,6935.3526,34,15.54,HADDOCK,0,0
12071,2001,200109,FALL,2.00E+17,9/25/01 11:35,1090,180,4048.7656,6952.9742,31,15.78,HADDOCK,0,0
12072,2001,200109,FALL,2.00E+17,9/25/01 7:14,1100,178,4018.907,6947.05,77,12.71,HADDOCK,0,0
12073,2001,200109,FALL,2.00E+17,9/26/01 6:43,1100,188,4016.0508,6902.8935,100,13.89,HADDOCK,0,0
12074,2001,200109,FALL,2.00E+17,9/25/01 4:25,1100,177,4031.4408,7008.5039,62,10.87,HADDOCK,0,0
12075,2001,200109,FALL,2.00E+17,9/24/01 19:30,1100,174,4038.24,7030.3511,61,11.16,HADDOCK,0,0
12076,2001,200109,FALL,2.00E+17,9/25/01 9:26,1100,179,4033.6823,6952.8131,63,12.72,HADDOCK,0,0
12077,2001,200109,FALL,2.00E+17,9/26/01 9:46,1110,190,4009.142,6858.404,142,12.31,HADDOCK,0,0
12078,2001,200109,FALL,2.00E+17,9/25/01 1:24,1110,176,4013.4713,7029.0126,113,13.52,HADDOCK,0,0
12079,2001,200109,FALL,2.00E+17,9/26/01 8:10,1120,189,4010.22,6904.88,152,12.03,HADDOCK,0,0
12080,2001,200109,FALL,2.00E+17,9/26/01 11:59,1130,191,4016.2808,6843.0815,108,12.68,HADDOCK,0,0
12081,2001,200109,FALL,2.00E+17,9/26/01 20:03,1130,194,4031.1732,6757.2818,105,10.04,HADDOCK,0,0
12082,2001,200109,FALL,2.00E+17,10/4/01 22:47,1130,229,4053.0605,6722.9216,82,10.42,HADDOCK,0,0
12083,2001,200109,FALL,2.00E+17,10/4/01 4:47,1130,222,4050.8884,6744.7473,68,13.2,HADDOCK,0,0
12084,2001,200109,FALL,2.00E+17,10/4/01 3:18,1130,221,4048.3925,6752.9605,69,11.96,HADDOCK,0,0
12085,2001,200109,FALL,2.00E+17,10/5/01 0:34,1130,230,4100.8031,6720.7706,70,11.21,HADDOCK,0,0
12086,2001,200109,FALL,2.00E+17,9/26/01 13:46,1140,192,4016.2337,6831.0217,146,11.88,HADDOCK,0,0
12087,2001,200109,FALL,2.00E+17,10/4/01 9:16,1140,224,4034.2208,6716.6534,133,9.5,HADDOCK,0,0
12088,2001,200109,FALL,2.00E+17,9/26/01 17:33,1150,193,4026.0971,6808.7209,211,6.55,HADDOCK,0,0
12089,2001,200109,FALL,2.00E+17,10/6/01 6:14,1160,244,4116.0838,6656.2102,68,12.81,HADDOCK,0,0
12090,2001,200109,FALL,2.00E+17,10/6/01 7:46,1160,245,4116.3497,6645.0641,77,12.36,HADDOCK,0,0
12091,2001,200109,FALL,2.00E+17,10/6/01 21:10,1160,250,4136.562,6604.7177,97,7.73,HADDOCK,0,0
12092,2001,200109,FALL,2.00E+17,10/6/01 4:41,1160,243,4123.3881,6700.8057,63,14.35,HADDOCK,0,0
12093,2001,200109,FALL,2.00E+17,10/6/01 2:51,1160,242,4133.5234,6653.2439,65,14.2,HADDOCK,0,0
12094,2001,200109,FALL,2.00E+17,10/6/01 0:44,1160,241,4148.3488,6652.6955,66,15.41,HADDOCK,0,0
12095,2001,200109,FALL,2.00E+17,10/5/01 2:42,1190,231,4111.104,6722.3531,52,14.55,HADDOCK,0,0
12096,2001,200109,FALL,2.00E+17,10/3/01 20:57,1190,218,4124.3393,6759.594,36,17.39,HADDOCK,0,0
12097,2001,200109,FALL,2.00E+17,10/3/01 23:38,1190,219,4105.9653,6756.9875,45,15.48,HADDOCK,0,0
12098,2001,200109,FALL,2.00E+17,10/5/01 6:05,1190,232,4136.2551,6725.2223,48,16.78,HADDOCK,0,0
12099,2001,200109,FALL,2.00E+17,10/5/01 20:50,1190,239,4154.0859,6718.5477,49,16.03,HADDOCK,0,0
12100,2001,200109,FALL,2.00E+17,9/27/01 2:58,1190,197,4056.6707,6829.5404,49,15.87,HADDOCK,0,0
12101,2001,200109,FALL,2.00E+17,10/4/01 1:16,1190,220,4100.6349,6805.9317,51,15.26,HADDOCK,0,0
12102,2001,200109,FALL,2.00E+17,9/27/01 0:46,1190,196,4041.4869,6834.4476,58,13.56,HADDOCK,0,0
12103,2001,200109,FALL,2.00E+17,10/5/01 23:01,1190,240,4146.3891,6705.1073,59,15.51,HADDOCK,0,0
12104,2001,200109,FALL,2.00E+17,10/2/01 23:02,1200,209,4131.411,6823.248,49,16.22,HADDOCK,0,0
12105,2001,200109,FALL,2.00E+17,10/5/01 8:27,1200,233,4146.507,6740.4997,27,16.72,HADDOCK,0,0
12106,2001,200109,FALL,2.00E+17,10/5/01 10:27,1200,234,4151.3876,6728.5759,55,16.48,HADDOCK,0,0
12107,2001,200109,FALL,2.00E+17,9/27/01 4:29,1200,198,4101.8862,6839.2487,61,16.47,HADDOCK,0,0
12108,2001,200109,FALL,2.00E+17,10/5/01 12:27,1200,235,4155.608,6742.5308,41,16.42,HADDOCK,0,0
12109,2001,200109,FALL,2.00E+17,10/3/01 17:33,1200,217,4146.106,6755.0548,34,16.17,HADDOCK,0,0
12110,2001,200109,FALL,2.00E+17,10/3/01 13:58,1210,215,4146.3211,6813.0115,71,10.8,HADDOCK,0,0
12111,2001,200109,FALL,2.00E+17,10/5/01 18:22,1210,238,4203.9331,6731.739,79,6.95,HADDOCK,0,0
12112,2001,200109,FALL,2.00E+17,10/3/01 15:44,1210,216,4150.9207,6800.3273,66,7.14,HADDOCK,0,0
12113,2001,200109,FALL,2.00E+17,10/15/01 23:58,1230,282,4143.8847,6948.3124,61,7.17,HADDOCK,0,0
12114,2001,200109,FALL,2.00E+17,10/3/01 1:38,1240,210,4143.7164,6839.2711,179,5.83,HADDOCK,0,0
12115,2001,200109,FALL,2.00E+17,10/3/01 6:30,1240,212,4156.2576,6858.8982,181,6.21,HADDOCK,0,0
12116,2001,200109,FALL,2.00E+17,10/3/01 3:52,1240,211,4153.6623,6852.9413,151,6.15,HADDOCK,0,0
12117,2001,200109,FALL,2.00E+17,10/3/01 10:34,1240,214,4208.416,6837.071,190,6.58,HADDOCK,0,0
12118,2001,200109,FALL,2.00E+17,9/27/01 16:10,1250,204,4126.4475,6934.7772,29,9.97,HADDOCK,0,0
12119,2001,200109,FALL,2.00E+17,10/18/01 23:19,1260,309,4215.9416,7024.4702,85,6.8,HADDOCK,0,0
12120,2001,200109,FALL,2.00E+17,10/17/01 14:17,1270,296,4258.2147,7019.1441,160,5.13,HADDOCK,0,0
12121,2001,200109,FALL,2.00E+17,10/19/01 13:01,1280,315,4249.286,6942.2983,230,7.13,HADDOCK,0,0
12122,2001,200109,FALL,2.00E+17,10/16/01 16:57,1280,289,4231.7411,6910.7716,214,7.16,HADDOCK,0,0
12123,2001,200109,FALL,2.00E+17,10/8/01 8:29,1290,262,4218.8017,6710.6041,293,7.95,HADDOCK,0,0
12124,2001,200109,FALL,2.00E+17,10/19/01 23:55,1290,318,4219.5255,6758.5475,178,8.12,HADDOCK,0,0
12125,2001,200109,FALL,2.00E+17,10/8/01 11:41,1300,263,4226.1953,6726.4926,320,7.82,HADDOCK,0,0
12126,2001,200109,FALL,2.00E+17,10/20/01 22:29,1340,327,4348.9983,6717.7246,193,8.16,HADDOCK,0,0
12127,2001,200109,FALL,2.00E+17,10/20/01 19:04,1360,325,4339.4107,6726.727,218,7.88,HADDOCK,0,0
12128,2001,200109,FALL,2.00E+17,10/20/01 20:29,1360,326,4342.0554,6725.5034,211,7.93,HADDOCK,0,0
12129,2001,200109,FALL,2.00E+17,10/21/01 0:48,1360,328,4357.0053,6734.693,216,7.82,HADDOCK,0,0
12130,2001,200109,FALL,2.00E+17,10/21/01 2:49,1380,329,4405.6989,6744.2516,193,8.56,HADDOCK,0,0
12131,2001,200109,FALL,2.00E+17,10/21/01 20:57,1380,335,4333.0217,6841.9563,144,7.77,HADDOCK,0,0
12132,2001,200109,FALL,2.00E+17,10/21/01 23:34,1380,336,4328.8819,6848.2538,133,8.33,HADDOCK,0,0
12133,2001,200109,FALL,2.00E+17,10/21/01 18:57,1380,334,4339.6215,6842.4626,136,8.5,HADDOCK,0,0
12134,2001,200109,FALL,2.00E+17,10/21/01 15:28,1390,333,4347.3268,6840.8366,105,8.63,HADDOCK,0,0
12135,2001,200109,FALL,2.00E+17,10/10/01 21:19,1390,279,4403.4902,6808.4164,115,9.09,HADDOCK,0,0
12136,2001,200109,FALL,2.00E+17,10/21/01 11:23,1390,332,4357.7714,6833.8141,87,9.82,HADDOCK,0,0
12137,2001,200109,FALL,2.00E+17,10/21/01 8:04,1390,331,4401.4797,6820.6758,79,9.55,HADDOCK,0,0
12138,2001,200109,FALL,2.00E+17,10/10/01 18:08,1390,278,4421.1629,6739.6652,72,10.17,HADDOCK,0,0
12139,2001,200109,FALL,2.00E+17,10/10/01 22:54,1390,280,4405.4469,6806.2997,95,,HADDOCK,0,0
12140,2001,200109,FALL,2.00E+17,10/22/01 10:44,1400,339,4334.564,6941.147,106,8.19,HADDOCK,0,0
12141,2001,200109,FALL,2.00E+17,10/22/01 5:21,1400,337,4346.3818,6913.3168,86,9.11,HADDOCK,0,0
12142,2001,200109,FALL,2.00E+17,10/22/01 8:33,1400,338,4339.9932,6934.5932,71,9.03,HADDOCK,0,0
12143,2001,200109,FALL,2.00E+17,9/7/01 15:03,1610,24,3616.1803,7505.9601,40,10.89,HADDOCK,0,0
12144,2001,200109,FALL,2.00E+17,9/7/01 22:26,1610,27,3541.3482,7500.7219,47,12.11,HADDOCK,0,0
12145,2001,200109,FALL,2.00E+17,9/9/01 16:57,1610,48,3555.584,7518.5944,24,13.33,HADDOCK,0,0
12146,2001,200109,FALL,2.00E+17,9/7/01 23:41,1620,28,3541.3985,7456.2028,55,14.4,HADDOCK,0,0
12147,2001,200109,FALL,2.00E+17,9/7/01 12:43,1620,23,3625.9987,7450.7523,62,9.28,HADDOCK,0,0
12148,2001,200109,FALL,2.00E+17,9/8/01 0:59,1620,29,3536.0864,7450.793,72,15.08,HADDOCK,0,0
12149,2001,200109,FALL,2.00E+17,9/7/01 20:28,1630,26,3548.7887,7452.7875,103,13.81,HADDOCK,0,0
12150,2001,200109,FALL,2.00E+17,9/10/01 4:43,1650,55,3635.8475,7531.4836,23,13.98,HADDOCK,0,0
12151,2001,200109,FALL,2.00E+17,9/10/01 6:21,1650,56,3638.6236,7523.4499,22,15.46,HADDOCK,0,0
12152,2001,200109,FALL,2.00E+17,9/10/01 10:37,1650,58,3703.6047,7518.8832,30,9.61,HADDOCK,0,0
12153,2001,200109,FALL,2.00E+17,9/7/01 11:01,1650,22,3633.6877,7500.5942,35,10.58,HADDOCK,0,0
12154,2001,200109,FALL,2.00E+17,9/6/01 12:44,1650,13,3743.8338,7444.6489,46,8.56,HADDOCK,0,0
12155,2001,200109,FALL,2.00E+17,9/10/01 8:51,1650,57,3653.7769,7510.9071,33,11.67,HADDOCK,0,0
12156,2001,200109,FALL,2.00E+17,9/7/01 9:20,1650,21,3633.7326,7448.766,51,9.37,HADDOCK,0,0
12157,2001,200109,FALL,2.00E+17,9/6/01 16:49,1660,15,3736.1015,7431.9537,64,11.3,HADDOCK,0,0
12158,2001,200109,FALL,2.00E+17,9/6/01 22:35,1660,18,3708.9594,7442.4713,95,14.21,HADDOCK,0,0
12159,2001,200109,FALL,2.00E+17,9/6/01 20:42,1660,17,3721.0596,7439.0921,71,11.05,HADDOCK,0,0
12160,2001,200109,FALL,2.00E+17,9/6/01 18:37,1670,16,3728.2287,7425.2791,99,13.23,HADDOCK,0,0
12161,2001,200109,FALL,2.00E+17,9/7/01 0:17,1670,19,3705.533,7444.9451,177,13.06,HADDOCK,0,0
12162,2001,200109,FALL,2.00E+17,9/7/01 6:21,1680,20,3655.5984,7437.6099,280,11.1,HADDOCK,0,0
12163,2001,200109,FALL,2.00E+17,9/20/01 5:16,1690,117,3849.1418,7430.8432,31,21.52,HADDOCK,0,0
12164,2001,200109,FALL,2.00E+17,9/11/01 21:29,1690,74,3803.6635,7449.1766,23,13.42,HADDOCK,0,0
12165,2001,200109,FALL,2.00E+17,9/20/01 2:57,1690,116,3851.1681,7425.2393,31,19.49,HADDOCK,0,0
12166,2001,200109,FALL,2.00E+17,9/12/01 16:19,1690,84,3835.8418,7430.4916,33,10.29,HADDOCK,0,0
12167,2001,200109,FALL,2.00E+17,9/11/01 22:51,1690,75,3803.8942,7454.9651,23,13.46,HADDOCK,0,0
12168,2001,200109,FALL,2.00E+17,9/12/01 8:08,1690,81,3823.2686,7444.9867,29,11.04,HADDOCK,0,0
12169,2001,200109,FALL,2.00E+17,9/6/01 9:54,1700,12,3751.2723,7418.8731,70,11.52,HADDOCK,0,0
12170,2001,200109,FALL,2.00E+17,9/5/01 22:41,1700,7,3838.3215,7344.377,61,9.26,HADDOCK,0,0
12171,2001,200109,FALL,2.00E+17,9/6/01 15:12,1700,14,3741.2033,7423.1212,74,11.79,HADDOCK,0,0
12172,2001,200109,FALL,2.00E+17,9/6/01 8:33,1700,11,3756.0809,7415.108,73,11.65,HADDOCK,0,0
12173,2001,200109,FALL,2.00E+17,9/6/01 4:47,1710,10,3815.9863,7339.44,143,13.51,HADDOCK,0,0
12174,2001,200109,FALL,2.00E+17,9/6/01 3:10,1710,9,3818.2339,7341.9907,117,14.33,HADDOCK,0,0
12175,2001,200109,FALL,2.00E+17,9/6/01 1:23,1720,8,3823.4341,7334.5053,286,8.54,HADDOCK,0,0
12176,2001,200109,FALL,2.00E+17,9/19/01 20:51,1730,114,3923.717,7352.7289,30,15.02,HADDOCK,0,0
12177,2001,200109,FALL,2.00E+17,9/19/01 23:08,1730,115,3909.3844,7348.707,37,10.9,HADDOCK,0,0
12178,2001,200109,FALL,2.00E+17,9/19/01 18:38,1730,113,3929.3477,7332.7736,42,10.85,HADDOCK,0,0
12179,2001,200109,FALL,2.00E+17,9/19/01 13:54,1730,111,3928.5471,7310.9296,41,10.34,HADDOCK,0,0
12180,2001,200109,FALL,2.00E+17,9/19/01 16:16,1730,112,3913.7716,7324.7829,44,10.55,HADDOCK,0,0
12181,2001,200109,FALL,2.00E+17,9/5/01 12:39,1740,2,3851.0816,7303.0157,91,14.16,HADDOCK,0,0
12182,2001,200109,FALL,2.00E+17,9/19/01 11:56,1740,110,3924.0633,7303.3531,66,10.66,HADDOCK,0,0
12183,2001,200109,FALL,2.00E+17,9/5/01 19:59,1740,6,3833.8743,7321.7213,94,14.15,HADDOCK,0,0
12184,2001,200109,FALL,2.00E+17,9/5/01 10:42,1740,1,3853.7209,7313.9165,79,11.4,HADDOCK,0,0
12185,2001,200109,FALL,2.00E+17,9/5/01 14:19,1750,3,3846.0698,7304.4229,139,14.16,HADDOCK,0,0
12186,2001,200109,FALL,2.00E+17,9/5/01 15:46,1750,4,3842.711,7305.6497,153,13.56,HADDOCK,0,0
12187,2001,200109,FALL,2.00E+17,9/5/01 18:03,1760,5,3832.8871,7313.1117,391,8.43,HADDOCK,0,0
12188,2001,200109,FALL,2.00E+17,10/4/01 16:31,1990,227,4045.6244,6642.6471,286,7.99,HADDOCK,0,0
12189,2001,200109,FALL,2.00E+17,9/7/01 18:47,1990,25,3552.6099,7449.9416,442,10.71,HADDOCK,0,0
12190,2001,200109,FALL,2.00E+17,9/23/01 19:01,3020,164,4100.0227,7147.7773,29,16.09,HADDOCK,0,0
12191,2001,200109,FALL,2.00E+17,9/23/01 17:34,3020,163,4059.1985,7149.6344,29,18.05,HADDOCK,0,0
